"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant"
"3152","2011BAZ1481","CONAGRA FOODS TWIN FALLS","856 RUSSET ST","TWIN FALLS","Twin Falls","General Remediation","42.552572","-114.483438","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"3161","2011BAZ1494","CONJECTURE MINE","N/A","LAKEVIEW","Bonner","General Remediation","47.915373","-116.431441","General Remediation, Mining",""
"3162","2011BAZ1495","CONKLING PARK MARINE REPAIR FACILITY","29276 S GARY RD","WORLEY","Kootenai","General Remediation","47.405913","-116.760356","General Remediation",""
"27529","2013BAZ115","CONMAT","16001 N HWY 95","HAYDEN","Kootenai","General Remediation","47.815658","-116.789336","General Remediation",""
"28581","2013BAZ337","CONNIES CAFE & MOTOR INN","323 CEDAR ST","SANDPOINT","Bonner","General Remediation","48.275974","-116.551543","General Remediation",""
"14327","2012BAZ393","CONRAD & BISCHOFF BULK STORAGE FACILITY","2251 N HOLMES AVE","IDAHO FALLS","Bonneville","General Remediation","43.517","-112.024","General Remediation, Underground Storage Tanks",""
"14396","2012BAZ456","CONSOLIDATED CONCRETE CO JOPLIN PLANT","6469 ASPEN ST","BOISE","Ada","General Remediation","43.665","-116.324","General Remediation",""
"3171","2011BAZ1514","CONSUMERS CO-OP","150 S SUPERIOR ST","CAMBRIDGE","Washington","General Remediation","44.569836","-116.678711","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"6216","2011BAZ1541","COOPERATIVE SUPPLY INC","5831 N GOVT WAY","COEUR D ALENE","Kootenai","General Remediation","47.724808","-116.787295","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27547","2013BAZ97","COOP GAS & SUPPLY CO","6410 MAIN ST","BONNERS FERRY","Boundary","General Remediation","48.676022","-116.333761","General Remediation",""
"110426","2014BAZ53","CORBRIDGE OIL","270 N MAIN ST","ABERDEEN","Bingham","General Remediation","42.947044","-112.838147","General Remediation",""
"28631","2013BAZ287","COVENANT TRANSPORT","I-90 EB MP 46","PINEHURST","Shoshone","General Remediation","47.546778","-116.212364","General Remediation",""
"6238","2011BAZ1599","CRAIG J SMITH","1427 E 19TH N","REXBURG","Madison","General Remediation","43.83834","-111.74658","General Remediation, Underground Storage Tanks",""
"27443","2013BAZ202","CRAVENS TAXIDERMY","653 MONARCH RD","SAGLE","Bonner","General Remediation","48.205611","-116.550569","General Remediation",""
"28600","2013BAZ318","CR ENGLAND","I-84 MP 178","HAZELTON","Jerome","General Remediation","42.61","-114.357627","General Remediation",""
"9755","2011BAZ6730","CROP PRODUCTION SERVICES CALDWELL","10257 HWY 20/26 E","CALDWELL","Canyon","General Remediation","43.661281","-116.597895","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","yes"
"5845","2011BAZ7389","CROP PRODUCTION SERVICES PARMA","1010 GROVE ST (HWY 20 26 SE)","PARMA","Canyon","General Remediation","43.779639","-116.934247","General Remediation, RCRA Hazardous Waste Site",""
"8321","2011BAZ1615","CROSSROADS BAPTIST CHURCH","HWY 3 & QUEEN ST","CATALDO","Kootenai","General Remediation","47.53846","-116.47272","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"6036","2011BAZ985","C & R PLUMBING/DAVID P KNOLL","6424 N GOVT WAY","DALTON GARDENS","Kootenai","General Remediation","47.73001","-116.78638","General Remediation, Underground Storage Tanks",""
"28573","2013BAZ345","C&Y FARMS","YALE RD","DECLO","Cassia","General Remediation","42.516667","-113.35","General Remediation",""
"3229","2011BAZ1659","DADS AUTO & TRUCK WRECKING","31592 HWY 200 E","PONDERAY","Bonner","General Remediation","48.30853","-116.52696","General Remediation, RCRA Hazardous Waste Site",""
"27442","2013BAZ203","DAN BOUSE","1200 HWY 200 E","PONDERAY","Bonner","General Remediation","48.307944","-116.530247","General Remediation",""
"27424","2013BAZ220","DAVE MARLEY","47786 HWY 95","PONDERAY","Bonner","General Remediation","48.306775","-116.546736","General Remediation",""
"27519","2013BAZ125","DEAN HOPPER RESIDENCE","22277 N RAMSEY","RATHDRUM","Kootenai","General Remediation","47.873869","-116.809014","General Remediation",""
"107688","2013BAZ415","DEE STACEY PROPERTY","1151 EAST 1400 N","SHELLEY","Bingham","General Remediation","43.3953","-112.0531","General Remediation",""
"3272","2011BAZ1771","DEMING INDUSTRIES INC","2945 N GOVT WAY","COEUR D ALENE","Kootenai","General Remediation","47.703772","-116.786783","Different, Other, General Remediation, RCRA Hazardous Waste Site",""
"27491","2013BAZ153","D&L SUPPLY","I84 EXIT 52","BOISE","Ada","General Remediation","43.5751","-116.245794","General Remediation",""
"112829","2015BAZ83","DODDS STROLBERG INSURANCE AGENCY","125 MAIN ST","KIMBERLY","Twin Falls","General Remediation","42.53414","-114.36492","General Remediation",""
"27405","2013BAZ239","DON SIVELLE","","SAGLE","Bonner","General Remediation","48.196189","-116.572356","General Remediation",""
"9501","2011BAZ5777","DOVER BRIDGE","HWY 2","DOVER","Bonner","General Remediation","48.252619","-116.604547","General Remediation",""
"27528","2013BAZ116","DOYLE FEIST LTD PARTNERSHIP","","COEUR D ALENE","Kootenai","General Remediation","47.724089","-116.793617","General Remediation",""
"5094","2011BAZ5894","ELK CREEK STORE","53247 SILVER VALLEY RD - HC 01 BOX 180","KELLOGG","Shoshone","General Remediation","47.533686","-116.065086","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"3382","2011BAZ2002","ELK HORN COUNTRY CLUB","LARRY LN","SUN VALLEY","Blaine","General Remediation","43.668836","-114.327566","General Remediation, Underground Storage Tanks",""
"14342","2012BAZ407","ELKINGTON BROS","1322 BONE RD","IDAHO FALLS","Bonneville","General Remediation","43.356251","-111.793666","General Remediation",""
"27527","2013BAZ117","ELY FAMILY CABIN MICA BAY","7710 S SWAN CT","COEUR D ALENE","Kootenai","General Remediation","47.601583","-116.858211","General Remediation",""
"8378","2011BAZ1827","EMMETT PROPERTY","OFF E 12TH ST","EMMETT","Gem","General Remediation","43.8618","-116.457","General Remediation",""
"6350","2011BAZ2031","EMPIRE AIRLINES INC","10555 AIRPORT DR","HAYDEN","Kootenai","General Remediation","47.767647","-116.815165","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"112653","2015BAZ4","ENEL GREEN POWER GROUP (DIETRICH)","","DIETRICH","Jerome","General Remediation","42.835833","-114.267778","General Remediation",""
"111976","2014BAZ135","ENEL GREEN POWER NORTH AMERICA","","KIMBERLY","Twin Falls","General Remediation","42.477178","-114.380129","General Remediation",""
"14343","2012BAZ408","ENGLAND CONSTRUCTION","1730 HWY 93 N","NORTH FORK","Lemhi","General Remediation","45.375786","-113.958561","General Remediation",""
"14344","2012BAZ409","ERIC CONRAD","175 S 3RD E","REXBURG","Madison","General Remediation","43.822","-111.775","General Remediation",""
"3409","2011BAZ2055","ESSLEY AUTO WRECKING","2945.5 N GOVT WAY","COEUR D ALENE","Kootenai","General Remediation","47.703749","-116.786634","General Remediation",""
"14395","2012BAZ455","ESTHER SIMPLOT PARK","625 N WHITEWATER PARK BLVD","BOISE","Ada","General Remediation","43.627788","-116.23165","General Remediation, RCRA Hazardous Waste Site",""
"14395","2012BAZ455","ESTHER SIMPLOT PARK","625 N WHITEWATER PARK BLVD","BOISE","Ada","General Remediation","43.627788","-116.23165","General Remediation, RCRA Hazardous Waste Site",""
"14372","2012BAZ434","EUROSPORT AUTO SALES","4448 W CHINDEN BLVD","GARDEN CITY","Ada","General Remediation","43.635","-116.256","General Remediation",""
"27479","2013BAZ166","EVANS & KEANE","111 MAIN ST","KELLOGG","Shoshone","General Remediation","47.535872","-116.122322","General Remediation",""
"27548","2013BAZ96","EVANS PROPERTY FORMER GAS STATION","ROOSEVELT RD OLD HWY 2","MOYIE SPRINGS","Boundary","General Remediation","48.725467","-116.194261","General Remediation",""
"8448","2011BAZ2068","EVERGREEN FOREST","3555 HWY 95","TAMARACK","Adams","General Remediation","44.955521","-116.387122","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"3417","2011BAZ2077","EXCEL TRANSPORT","2300 E CHILCO RD","ATHOL","Kootenai","General Remediation","47.86016","-116.755818","General Remediation, RCRA Hazardous Waste Site",""
"111498","2014BAZ121","EXCEL TRANSPORT","HWY 95 MP 137.7","VIOLA","Latah","General Remediation","46.893194","-116.993094","General Remediation",""
"3437","2011BAZ2128","FARMERS SUPPLY CO OP","265 E COMMERCIAL ST","WEISER","Washington","General Remediation","44.2441","-116.966817","General Remediation, RCRA Hazardous Waste Site","yes"
"28564","2013BAZ354","FARM SHOP","114 N 100 W","MALAD","Oneida","General Remediation","42.18799","-112.24774","General Remediation",""
"3446","2011BAZ2141","FEARLESS FARRIS","1719 W KARCHER RD","NAMPA","Canyon","General Remediation","43.604955","-116.605030","General Remediation",""
"14322","2012BAZ389","FEDERAL AVIATION ADMINISTRATION FACILITY MULLAN PASS VORTAC","LOOKOUT PASS","MULLAN","Shoshone","General Remediation","47.457","-115.644","General Remediation",""
"27553","2013BAZ91","FEDERAL BUILDING","222 W 7TH","ST MARIES","Benewah","General Remediation","47.314828","-116.566253","General Remediation",""
"27526","2013BAZ118","FILL EM FAST","APPLEWAY & 4TH","COEUR D ALENE","Kootenai","General Remediation","47.700767","-116.780872","General Remediation",""
"28562","2013BAZ356","FINKELNBURG PROPERTY","231 W SIPHON RD","POCATELLO","Bannock","General Remediation","42.93491","-112.47019","General Remediation",""
"27525","2013BAZ119","FINUCANE RANCH","","HAYDEN LAKE","Kootenai","General Remediation","47.751053","-116.774408","General Remediation",""
"112754","2015BAZ31","FIRST BAPTIST CHURCH","291 118TH ST","OROFINO","Clearwater","General Remediation","46.49467","-116.30485","General Remediation",""
"3475","2011BAZ2202","FIRST ENTERPRISE RELEASE","I-90 MP 19","COEUR D ALENE","Kootenai","General Remediation","47.6324","-116.705539","General Remediation",""
"28612","2013BAZ306","FIRST NATIONAL BANK","503 CEDAR ST","WALLACE","Shoshone","General Remediation","47.472543","-115.925085","General Remediation",""
"27554","2013BAZ90","FIRST SECURITY BANK","729 MAIN ST","ST MARIES","Benewah","General Remediation","47.316075","-116.56755","General Remediation",""
"8487","2011BAZ2204","FIRST SECURITY BANK OF IDAHO","425 PINE ST","WALLACE","Shoshone","General Remediation","47.473447","-115.92572","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"3481","2011BAZ2216","FISHHOOK CREEK LOG LANDING","S OF AVERY FR 201 & 301","AVERY","Shoshone","General Remediation","","","General Remediation",""
"14337","2012BAZ402","FL TRANSPORTATION","HWY 26 MP 369","SWAN VALLEY","Bonneville","General Remediation","43.49","-111.452","General Remediation",""
"6405","2011BAZ2234","FLYING J TRAVEL PLAZA NO 639"," 3636 W 5TH ST (400 N SPOKANE RD)","POST FALLS","Kootenai","General Remediation","47.71165","-116.99676","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6406","2011BAZ2235","FLYING J TRAVEL PLAZA NO 640","5350 SOUTH HWY 93","JEROME","Jerome","General Remediation","42.64979","-114.44358","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6408","2011BAZ2242","FOOD CENTER THRIFT INC","806 BANK ST","WALLACE","Shoshone","General Remediation","47.4715","-115.92036","General Remediation, Underground Storage Tanks",""
"8499","2011BAZ2247","FORD AUTHORIZED SALES & SERVICE","37 E LITTLE AVE","DRIGGS","Teton","General Remediation","43.72328","-111.11001","General Remediation, Underground Storage Tanks",""
"186053","2016BAZ39","FORMER AT&T IDAHO FALLS J SITE","S 65 W","IDAHO FALLS","Bonneville","General Remediation","43.45103","-112.166706","General Remediation",""
"14333","2012BAZ399","FORMER DIGBY SHOP","1211 NW 13TH ST","FRUITLAND","Payette","General Remediation","44.024","-116.926","General Remediation",""
"27604","2013BAZ40","FORMER FERDINAND SERVICE STATION","233 MAIN ST","FERDINAND","Idaho","General Remediation","46.152419","-116.388633","General Remediation",""
"107697","2013BAZ371","FORMER MAGIC VALLEY AUTO PARTS","226 MAIN AVE W","TWIN FALLS","Twin Falls","General Remediation","42.55728","-114.471627","General Remediation, RCRA Hazardous Waste Site",""
"27524","2013BAZ120","FORMER NORTHERN PACIFIC DEPOT","LAKESIDE AVE & 3RD ST","COEUR D ALENE","Kootenai","General Remediation","47.674514","-116.781397","General Remediation",""
"14399","2012BAZ459","FORMER SHEARER LUMBER SITE","DOWNSTREAM FROM CONFLUENCE OF RED RIVER AND SOUTH FORK OF CLEARWATER","ELK CITY","Idaho","General Remediation","46.808","-115.48","General Remediation",""
"110404","2014BAZ33","FORMER STINKER NO 66","316 S HWY 24","HEYBURN","Minidoka","General Remediation","42.573889","-113.728333","not specified",""
"27478","2013BAZ167","FRANKS AUTO","516 PINE ST","WALLACE","Shoshone","General Remediation","47.473122","-115.925147","General Remediation",""
"6431","2011BAZ2323","FRIEDMAN MEMORIAL AIRPORT","1616 AIRPORT WAY","HAILEY","Blaine","General Remediation","43.50632","-114.30028","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"110424","2014BAZ51","FRONTIER MOVING AND STORAGE","568 GRANGE LANE","TWIN FALLS","Twin Falls","General Remediation","42.53959","-114.434414","General Remediation",""
"6437","2011BAZ2345","GALEY CONSTRUCTION CO INC","3414 BENNETT ST (T3N R2E SEC 27 SE NE)","BOISE","Ada","General Remediation","43.571051","-116.197259","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"110384","2014BAZ15","GARDEN CITY PERC GROUND WATER CONTAMINATION","","GARDEN CITY","Ada","General Remediation","43.626239","-116.262144","General Remediation",""
"14379","2012BAZ440","GARDEN CITY PROPERTY","201 E 46TH ST","GARDEN CITY","Ada","General Remediation","43.637","-116.256","General Remediation",""
"28615","2013BAZ303","GARFIELD BAY RESORT","","SAGLE","Bonner","General Remediation","48.182978","-116.430656","General Remediation",""
"3545","2011BAZ2384","GAS TRANSMISSION NW RATHDRUM MS","7283 BOEKEL RD .5 MI E OF HWY 41","RATHDRUM","Kootenai","General Remediation","47.802913","-116.884336","General Remediation, RCRA Hazardous Waste Site",""
"8547","2011BAZ2394","GATEWAY SERVICE","291 S HWY 26","RIRIE","Jefferson","General Remediation","43.504726","-112.062802","General Remediation, Underground Storage Tanks",""
"6452","2011BAZ2407","GEM INTL INC","1106 HANSEN AVE","BURLEY","Cassia","General Remediation","42.53858","-113.79073","Different, Other, General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6454","2011BAZ2411","GEM STATE ACADEMY","MONTANA & HWY 55","CALDWELL","Canyon","General Remediation","43.60572","-116.68347","General Remediation, Underground Storage Tanks",""
"27483","2013BAZ162","GEM STATE PLUMBING","1205 HWY 2","SANDPOINT","Bonner","General Remediation","48.288958","-116.564059","General Remediation",""
"8554","2011BAZ2423","GEM STATE RENTALS","580 W 19TH ST","IDAHO FALLS","Bonneville","General Remediation","43.48124","-112.04534","General Remediation, Underground Storage Tanks",""
"14404","2012BAZ463","GENESEE UNION WAREHOUSE CO (OAK ST)","109 W OAK ST","GENESEE","Latah","General Remediation","46.549","-116.926","General Remediation",""
"3235","2011BAZ1676","GEORGE GEE CADILLAC & KIA","317 W DALTON AVE","COEUR D ALENE","Kootenai","General Remediation","47.722133","-116.791202","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27493","2013BAZ151","GEORGE WOOD","28100 NN LEWELLYN CREEK RD","ATHOL","Kootenai","General Remediation","47.926236","-116.466736","General Remediation",""
"8592","2011BAZ2529","GERMER PROPERTY(FORMER GOODMAN OIL)","2710 HWY 95 S","MOSCOW","Latah","General Remediation","46.708142","-117.004855","Brownfields, General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks, Voluntary Cleanup Program",""
"112791","2015BAZ52","GLANBIA FOODS HQ","121 4TH AVE S","TWIN FALLS","Twin Falls","General Remediation","42.55363","-114.47202","General Remediation",""
"3583","2011BAZ2482","GLANBIA FOODS INC GOODING","1728 S 2300 E","GOODING","Gooding","General Remediation","42.947847","-114.632335","General Remediation, RCRA Hazardous Waste Site",""
"14364","2012BAZ427","GLEN BARNEY","602 MAIN ST","CALDWELL","Canyon","General Remediation","43.667","-116.689","General Remediation",""
"28571","2013BAZ347","GLENDALE FARMS","3176 N 4900 E","MURTAUGH","Twin Falls","General Remediation","42.45729","-114.08862","General Remediation",""
"27477","2013BAZ168","GOLD RUN WRECKING","GOLD RUN RD","OSBURN","Shoshone","General Remediation","47.521269","-116.075394","General Remediation",""
"14455","2012BAZ85","GOODMAN OIL (GRAND VIEW)","615 RIVERSIDE AVE","GRAND VIEW","Owyhee","General Remediation","42.989","-116.093","Brownfields, General Remediation","yes"
"14380","2012BAZ441","GOODMAN OIL (NAMPA)","212 1ST AVE S","NAMPA","Canyon","General Remediation","43.585","-116.572","General Remediation",""
"110425","2014BAZ52","GOSAL TRUCKING","HWY 93 MP 182","RICHFIELD","Lincoln","General Remediation","43.046269","-114.163229","General Remediation",""
"112652","2015BAZ3","GOTTA GO HAULING","I-84 MP 196","HAZELTON","Jerome","General Remediation","42.575833","-114.019167","General Remediation",""
"7031","2011BAZ4476","GRANDE RENTAL & SUPPLY","445 S MAIN ST","DRIGGS","Teton","General Remediation","43.717418","-111.110616","General Remediation",""
"3616","2011BAZ2580","GRAVELEY ROBERT TRACTOR TRAILER TRUCK","I-90 MP17","COEUR D ALENE","Kootenai","General Remediation","47.654635","-116.726745","General Remediation",""
"8609","2011BAZ2583","GREAT NORTHERN EQUIPMENT","1212 APPLEWAY","COEUR D ALENE","Kootenai","General Remediation","47.70029","-116.80211","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"28606","2013BAZ312","GREEN APT BUILDING","BEHIND 205 5TH ST","WALLACE","Shoshone","General Remediation","47.473734","-115.924688","General Remediation",""
"3628","2011BAZ2603","GRITMAN EXPANSION","700 S MAIN ST","MOSCOW","Latah","General Remediation","46.729111","-117.001317","General Remediation",""
"27522","2013BAZ122","GTE NW BLOSSUM MTN MW STATION","BLOSSUM MTN RD","POST FALLS","Kootenai","General Remediation","47.659142","-116.963847","General Remediation",""
"27521","2013BAZ123","GTE NW KILLARNEY LAKE MW STATION","KILLARNEY LAKE RD","LANE","Kootenai","General Remediation","47.524197","-116.542211","General Remediation",""
"3631","2011BAZ2610","GT SERVICE","2050 S CENTURY WAY","BOISE","Ada","General Remediation","43.584522","-116.271524","General Remediation",""
"8618","2011BAZ2617","GUERDON IND","5556 S FEDERAL WAY","BOISE","Ada","General Remediation","43.551924","-116.159858","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27520","2013BAZ124","HACKNEY AIRFIELD","E CESSNA LN","ATHOL","Kootenai","General Remediation","47.956644","-116.677453","General Remediation",""
"28650","2013BAZ267","HAGADONE HOSPITALITY","3RD ST & SHERMAN","COEUR D ALENE","Kootenai","General Remediation","47.673464","-116.782672","General Remediation",""
"3646","2011BAZ2646","HALL PROPERTY (AKA PATS TRANS DOC)","755 N HWY 41 (HWY 41 & MULLAN)","POST FALLS","Kootenai","General Remediation","47.715347","-116.894918","General Remediation",""
"14286","2012BAZ356","HANCO MATERIAL HANDLING","5301 W CHINDEN BLVD","GARDEN CITY","Ada","General Remediation","43.645","-116.273","General Remediation",""
"27482","2013BAZ163","HAPPY HERMIT SNOWMOBILE CAMP","LAKEVIEW RD","LAKEVIEW","Bonner","General Remediation","47.943942","-116.477481","General Remediation",""
"14101","2012BAZ188","HARLOWS BUS SERVICES","14030 HWY 55","MCCALL","Valley","General Remediation","44.859","-116.089","General Remediation",""
"110405","2014BAZ34","HARMS PACIFIC TRANSPORTATION","HWY 95 MP 460","COCOLALLA","Bonner","General Remediation","48.088224","-116.62753","General Remediation",""
"125407","2015BAZ189","HARTSHORN OIL","W BATES RD","DRIGGS","Teton","General Remediation","43.72298","-111.11327","General Remediation",""
"6541","2011BAZ2715","HAYDEN DRY DOC","9582 N GOVT WAY","HAYDEN","Kootenai","General Remediation","47.75872","-116.78634","General Remediation, Underground Storage Tanks",""
"6543","2011BAZ2719","HAYDEN LAKE COUNTRY CLUB","1800 E BONZANTA","HAYDEN","Kootenai","General Remediation","47.76132","-116.76082","General Remediation, Underground Storage Tanks",""
"27475","2013BAZ170","HERBS TOWING","","WALLACE","Shoshone","General Remediation","47.472303","-115.924756","General Remediation",""
"14355","2012BAZ419","HERITAGE PARK","185 E STATE ST","EAGLE","Ada","General Remediation","43.695","-116.352","General Remediation",""
"3696","2011BAZ2758","HERITAGE TRANSPORT","I-90 MP 29","COEUR D ALENE","Kootenai","General Remediation","47.613107","-116.521095","General Remediation",""
"3697","2011BAZ2759","HERN IRON WORKS","3610 HERN AVE (1900 MILLVIEW)","COEUR D ALENE","Kootenai","General Remediation","47.72879","-116.835568","General Remediation, RCRA Hazardous Waste Site",""
"27472","2013BAZ173","H F MAGNUSON & CO","413 CEDAR ST","WALLACE","Shoshone","General Remediation","47.472564","-115.926667","General Remediation",""
"8666","2011BAZ2774","HICO GAS & GROCERY","205 5TH ST","WALLACE","Shoshone","General Remediation","47.47369","-115.92527","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"14102","2012BAZ189","HITT PIT LANDFILL","2486 N HITT RD","IDAHO FALLS","Bonneville","General Remediation","43.519692","-111.981844","General Remediation, Solid Waste",""
"8686","2011BAZ2821","HOLIDAY STATIONSTORE NO 84","312 HAYCRAFT","COEUR D ALENE","Kootenai","General Remediation","47.70284","-116.79066","General Remediation, Underground Storage Tanks",""
"110444","2014BAZ7","HOLLAND ENTERPRISES INC","I84 MP 201","","Minidoka","General Remediation","42.54653","-113.922463","General Remediation",""
"3720","2011BAZ2823","HOLLY CORP","CANYON CK RD (5325 N)","MOUNTAIN HOME","Elmore","General Remediation","43.180183","-115.70622","General Remediation, RCRA Hazardous Waste Site",""
"3758","2011BAZ2882","HOWELL MUNITION & TECHNOLOGY COMPLEX","815 D ST","LEWISTON","Nez Perce","General Remediation","46.421346","-117.022739","General Remediation, RCRA Hazardous Waste Site",""
"3758","2011BAZ2882","HOWELL MUNITION & TECHNOLOGY COMPLEX","815 D ST","LEWISTON","Nez Perce","General Remediation","46.421346","-117.022739","General Remediation, RCRA Hazardous Waste Site",""
"3760","2011BAZ2884","HRDT TRUCKING","I-90 MP 62.5 EB","WALLACE","Shoshone","General Remediation","47.474304","-115.908594","General Remediation",""
"27517","2013BAZ127","HUCKLEBERRY WHOLESALERS RIVERSTONE PROPERTY","NW BLVD","COEUR D ALENE","Kootenai","General Remediation","47.694253","-116.804589","General Remediation",""
"27516","2013BAZ128","HUGHES GREENHOUSE","866 S SPOKANE ST","POST FALLS","Kootenai","General Remediation","47.699992","-116.949597","General Remediation",""
"3762","2011BAZ2896","HUGHES TOM","OLD 95 BEHIND SILVERWOOD","ATHOL","Kootenai","General Remediation","47.905621","-116.709079","General Remediation",""
"112782","2015BAZ43","HUNSAKER PROPERTY","1260 E 4100 N DEEP CREEK RD","BUHL","Twin Falls","General Remediation","42.59322","-114.79616","General Remediation",""
"112852","2015BAZ92","HUNT OIL (OROFINO)","170 RIVERFRONT RD","OROFINO","Clearwater","General Remediation","46.48036","-116.25828","General Remediation",""
"28652","2013BAZ265","HUS CORP","5832 N GOVT WAY","DALTON GARDENS","Kootenai","General Remediation","47.72455","-116.786289","General Remediation",""
"14362","2012BAZ425","HUSTON FARMS (HOMEDALE RD)","19016 HOMEDALE RD","CALDWELL","Canyon","General Remediation","43.618366","-116.772987","General Remediation",""
"14361","2012BAZ424","HUSTON FARMS (USTICK)","19389 USTICK RD","CALDWELL","Canyon","General Remediation","43.633946","-116.632405","General Remediation",""
"3765","2011BAZ2905","HUTCHINS   SHIRLEY","367 HOOP LOOP","PRIEST RIVER","Bonner","General Remediation","48.161323","-116.940999","General Remediation",""
"112860","2015BAZ100","HWY 12 MP 135","HWY 12 MP 135","KOOSKIA","Idaho","General Remediation","46.427521","-115.141481","General Remediation",""
"186042","2016BAZ28","HYATT PLACE HOTEL","1024 W BANNOCK","BOISE","Ada","General Remediation","43.619234","-116.205123","General Remediation",""
"6588","2011BAZ2928","ID AGRI PICKLES BUTTE SANITARY LANDFILL","15500 MISSOURI AVE (S OF LAKE LOWELL)","NAMPA","CANYON","General Remediation","43.48815","-116.70267","General Remediation, RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"3854","2011BAZ3143","IDAHO ASPHALT SUPPLY POST FALLS","4325 W PRAIRIE AVE","POST FALLS","Kootenai","General Remediation","47.745136","-116.961361","General Remediation, RCRA Hazardous Waste Site",""
"28570","2013BAZ348","IDAHO CONSTRUCTION CO INC","3779 N 3400 E","KIMBERLY","Twin Falls","General Remediation","42.54545","-114.38561","General Remediation",""
"7871","2011BAZ3176","IDAHO FALLS MUNICIPAL AIRPORT","1940 INTERNATIONAL WAY","IDAHO FALLS","Bonneville","General Remediation","43.514915","-112.067453","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"3873","2011BAZ3189","IDAHO FLEET SERVICES","265 N BALTIC","MERIDIAN","Ada","General Remediation","43.607135","-116.381112","General Remediation",""
"8795","2011BAZ3194","IDAHO FOREST INDUSTRIES (IFI)","HWY 95 & KATHLEEN (ATLAS BLDG CENTER)","COEUR D ALENE","Kootenai","General Remediation","47.71586","-116.79387","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"3876","2011BAZ3198","IDAHO HUB & RIM (AKA REUSEUM)","4566 W CHINDEN BLVD","GARDEN CITY","Ada","General Remediation","43.635978","-116.258028","General Remediation",""
"186076","2016BAZ58","IDAHO POWER CO TRANSFORMER FOOTHILLS CHRISTIAN CHURCH GARDEN CITY","9655 W STATE ST","GARDEN CITY","Ada","General Remediation","43.67838","-116.304806","General Remediation",""
"112012","2014BAZ146","IDAHO POWER MIDPOINT SUBSTATION","E 750 N","JEROME","Jerome","General Remediation","42.834536","-114.426571","General Remediation",""
"125413","2015BAZ191","IDAHO POWER SWITCH GEAR COLUMBIA VILLAGE BOISE","E LAKE FOREST DR AND S MIMOSA WAY","BOISE","Ada","General Remediation","43.5499","-116.14433","General Remediation",""
"111977","2014BAZ136","IDAHO POWER TRANSFORMER AMALGAMATED SUGAR COMPANY TWIN FALLS PLANT","2439  ORCHARD DR E","TWIN FALLS","Twin Falls","General Remediation","42.533665","-114.434","General Remediation",""
"111977","2014BAZ136","IDAHO POWER TRANSFORMER AMALGAMATED SUGAR COMPANY TWIN FALLS PLANT","2439  ORCHARD DR E","TWIN FALLS","Twin Falls","General Remediation","42.533665","-114.434","General Remediation",""
"110485","2014BAZ88","Idaho Power Transformer Paul","1100 W 150 N","Paul","Minidoka","General Remediation","42.640257","-113.88228","General Remediation",""
"14374","2012BAZ436","IDAHO TRUST BANK","SE CORNER 16 ST & GROVE ST","BOISE","Ada","General Remediation","43.61945","-116.21364","General Remediation",""
"3789","2011BAZ2942","ID COLLEGE OF SOUTHERN IDAHO","315 FALLS AVE","TWIN FALLS","Twin Falls","General Remediation","42.581283","-114.4744","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"6601","2011BAZ2986","ID DOL (3)","3802 INDUSTRIAL AVE (3378 now)","COEUR D ALENE","Kootenai","General Remediation","47.723684","-116.83427","General Remediation, Underground Storage Tanks",""
"6603","2011BAZ2989","ID DOL (A)","3706 INDUSTRIAL AVE S (3258)","COEUR D ALENE","Kootenai","General Remediation","47.72353","-116.83063","General Remediation, Underground Storage Tanks",""
