"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant","Underground Storage Tanks"
"2902","2011BAZ850","BOWEN PETROLEUM POCATELLO","364 TAFT (PO BOX 2012)","POCATELLO","Bannock","Underground Storage Tanks","42.881659","-112.453179","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6000","2011BAZ852","BOWERS SHELL (DONS MERIDIAN SHELL)","641 E 1ST (MAIN) ST","MERIDIAN","Ada","Underground Storage Tanks","43.60999","-116.392","Leaking Underground Storage Tanks, Underground Storage Tanks","yes","Underground Storage Tanks"
"6001","2011BAZ853","BOWL-ERO INC","670 FIRST ST","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.49651","-112.02018","Underground Storage Tanks","","Underground Storage Tanks"
"8104","2011BAZ854","BOWMAN SINCLAIR","404 S STATE ST","SHELLEY","Bingham","Underground Storage Tanks","43.37614","-112.12773","Underground Storage Tanks","","Underground Storage Tanks"
"6002","2011BAZ855","BOWMANS TEXACO","4920 FRANKLIN RD","BOISE","Ada","Underground Storage Tanks","43.60246","-116.24322","Underground Storage Tanks","","Underground Storage Tanks"
"8105","2011BAZ857","BRABB FARMS INC","RT 1 BOX 139","POTLATCH","Latah","Underground Storage Tanks","47.00361","-116.92813","Underground Storage Tanks","","Underground Storage Tanks"
"8106","2011BAZ859","BRACKS FASTENERS","1823 N 4TH","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.692701","-116.781164","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"112807","2015BAZ62","BRAD & JEANNETTE CHAFFIN","444 E ELVA ST","IDAHO FALLS","Bonneville","Underground Storage Tanks","44.503759","-112.025289","Underground Storage Tanks","","Underground Storage Tanks"
"125376","2015BAZ158","BRAD RAGAN TIRE","311 W 2 S","SODA SPRINGS","Caribou","Underground Storage Tanks","42.654683","-111.614513","Underground Storage Tanks","","Underground Storage Tanks"
"8107","2011BAZ863","BRAKE DIAPHRAGM INC","200 SUNRISE RIM","BOISE","Ada","Underground Storage Tanks","43.57072","-116.206","Underground Storage Tanks","","Underground Storage Tanks"
"6003","2011BAZ865","BRANDING IRON","13891 HWY 44","MIDDLETON","Canyon","Underground Storage Tanks","43.70624","-116.67024","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"28559","2013BAZ359","BRANKO LUKICH","3999 KINSMEN LN","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.46148","-112.016842","Underground Storage Tanks","","Underground Storage Tanks"
"2910","2011BAZ866","BRENNAN CONSTRUCTION","800 S 2ND AVE","POCATELLO","Bannock","Underground Storage Tanks","42.859366","-112.440464","Underground Storage Tanks","","Underground Storage Tanks"
"8108","2011BAZ867","BRENNTAG PACIFIC INC","5200 N 15TH E","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.54201","-112.00292","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8109","2011BAZ868","BRENT CALL","11240 N 35TH W  (AKA OSGOOD & TWIN BUTTE RD)","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.59657","-112.10244","Underground Storage Tanks","","Underground Storage Tanks"
"2911","2011BAZ869","BRENT FUNK","4299 E 3200 N 5.5 MI S MURTAUGH","MURTAUGH","Twin Falls","Underground Storage Tanks","42.46001","-114.2104","Underground Storage Tanks","","Underground Storage Tanks"
"6004","2011BAZ870","BRENT LONEY","206 W MORTON ST","MOSCOW","Latah","Underground Storage Tanks","46.74014","-117.00267","Underground Storage Tanks","","Underground Storage Tanks"
"6005","2011BAZ871","BRENT PRICE SINCLAIR","734 WASHINGTON ST","MONTPELIER","Bear Lake","Underground Storage Tanks","42.31746","-111.30653","Underground Storage Tanks","","Underground Storage Tanks"
"2912","2011BAZ872","BRENT THOMSON","1800 MAIN ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.417220","-117.006672","Underground Storage Tanks","","Underground Storage Tanks"
"8110","2011BAZ873","BRETTS AUTOMOTIVE","900 MAIN ST","CHALLIS","Custer","Underground Storage Tanks","44.50555","-114.23029","Underground Storage Tanks","","Underground Storage Tanks"
"6006","2011BAZ875","BRIANS TIRE & AUTO INC","560 E OAK ST","POCATELLO","Bannock","Underground Storage Tanks","42.877249","-112.445691","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8111","2011BAZ877","BRICO OF IDAHO INC","440 3RD AVE S","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.55116","-114.46752","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6007","2011BAZ879","BRIDGE ST TEXACO","665 W BRIDGE ST","BLACKFOOT","Bingham","Underground Storage Tanks","43.19278","-112.35147","Underground Storage Tanks","","Underground Storage Tanks"
"2917","2011BAZ881","BRIGGS & HENDRICKSON TRANSPORTATION CO","2949 S FRONTAGE RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.769539","-112.860146","Underground Storage Tanks","","Underground Storage Tanks"
"6008","2011BAZ884","BROADWAY 66","1205 W BROADWAY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.49535","-112.05081","Underground Storage Tanks","","Underground Storage Tanks"
"8112","2011BAZ886","BROADWAY CHEVRON","1784 BROADWAY AVE","BOISE","Ada","Underground Storage Tanks","43.59113","-116.19321","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8113","2011BAZ887","BROADWAY FORD AUTOBODY","605 NEVADA ST","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.4967","-112.04791","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8114","2011BAZ888","BROADWAY FORD SERVICE","980 W BROADWAY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.495331","-112.049054","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6009","2011BAZ889","BROADWAY STATION NO 26","1503 S BROADWAY AVE","BOISE","Ada","Underground Storage Tanks","43.59418","-116.19389","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8115","2011BAZ891","BROKEN ARROW","3148 HWY 93 N","GIBBONSVILLE","Lemhi","Underground Storage Tanks","45.54534","-113.93001","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6010","2011BAZ892","BRONCO GAS","7227 W STATE ST","BOISE","Ada","Underground Storage Tanks","43.66778","-116.27889","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6011","2011BAZ893","BROOKS SEAPLANE SERVICE INC","CITY DOCK INDEPENDENCE P","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.67328","-116.78721","Underground Storage Tanks","","Underground Storage Tanks"
"6012","2011BAZ894","BROWN BUS CO","2011 E SHERMAN AVE","NAMPA","Canyon","Underground Storage Tanks","43.5649","-116.54598","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8117","2011BAZ897","BROWNING TRUCKING","4420 E OVERLAND RD","MERIDIAN","Ada","Underground Storage Tanks","43.59042","-116.33734","Underground Storage Tanks","","Underground Storage Tanks"
"6014","2011BAZ898","BROWNLEE MANAGEMENT AREA","4187 HWY 71","CAMBRIDGE","Washington","Underground Storage Tanks","44.7556","-116.88288","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"13997","2011BAZ895","BROWN RENTAL","2905 OVERLAND RD","BOISE","Ada","Underground Storage Tanks","43.59","-116.217","Underground Storage Tanks","","Underground Storage Tanks"
"6013","2011BAZ896","BROWN RENTAL","5280 FAIRVIEW","BOISE","Ada","Underground Storage Tanks","43.58964","-116.21747","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8118","2011BAZ899","BROWNS AUTO REPAIR","6206 FAIRVIEW","BOISE","Ada","Underground Storage Tanks","43.61923","-116.25932","Underground Storage Tanks","","Underground Storage Tanks"
"8119","2011BAZ900","BROWNS MOUNTAIN MARKET","HWY 95","NEW MEADOWS","Adams","Underground Storage Tanks","44.97145","-116.28421","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6015","2011BAZ902","BRUCE SMITH","1579 N 1295 E","TERRETON","Jefferson","Underground Storage Tanks","43.82681","-112.44496","Underground Storage Tanks","","Underground Storage Tanks"
"8120","2011BAZ903","BRUNDAGE MOUNTAIN CO","BRUNDAGE MOUNTAIN SKI AREA","MCCALL","Valley","Underground Storage Tanks","44.999518","-116.15944","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6016","2011BAZ905","BRUNEAU 1 STOP","HWY 51 & HOTSPRINGS RD","BRUNEAU","Owyhee","Underground Storage Tanks","42.88072","-115.79626","Underground Storage Tanks","","Underground Storage Tanks"
"6017","2011BAZ912","BRUNOS STORE","HWY 93","CHALLIS","Custer","Underground Storage Tanks","44.63159","-114.14313","Underground Storage Tanks","","Underground Storage Tanks"
"8121","2011BAZ913","BRYANTS PACKRAY CO","1906 W MAIN","BURLEY","Cassia","Underground Storage Tanks","42.53545","-113.81663","Underground Storage Tanks","","Underground Storage Tanks"
"2930","2011BAZ914","BRYCE MILLAR","3502 S MIDLAND BLVD","NAMPA","Canyon","Underground Storage Tanks","43.535583","-116.592307","Underground Storage Tanks","","Underground Storage Tanks"
"8122","2011BAZ915","BRYDEN CANYON GOLF COURSE","455 OCONNOR RD","LEWISTON","Nez Perce","Underground Storage Tanks","46.37997","-117.02561","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6018","2011BAZ918","BUCKS -KJS SUPER WASH","1520 E SUNNYSIDE RD","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.4675","-112.00332","Underground Storage Tanks","","Underground Storage Tanks"
"6019","2011BAZ920","BUD BALL","425 N 750 W","PAUL","Minidoka","Underground Storage Tanks","42.68146","-113.81342","Underground Storage Tanks","","Underground Storage Tanks"
"8123","2011BAZ921","BUDDYS TEXACO","609 HWY 93 N","SALMON","Lemhi","Underground Storage Tanks","45.1832","-113.89622","Underground Storage Tanks","","Underground Storage Tanks"
"8124","2011BAZ922","BUDGET RENT A CAR","2120 N SKYLINE","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.51556","-112.06582","Underground Storage Tanks","","Underground Storage Tanks"
"8125","2011BAZ924","BUHL CITY WHSE/CI","213 9TH AVE S","BUHL","Twin Falls","Underground Storage Tanks","42.59838","-114.75722","Underground Storage Tanks","","Underground Storage Tanks"
"6020","2011BAZ926","BUHL HIGHWAY DIST","1500 MAIN ST","BUHL","Twin Falls","Underground Storage Tanks","42.59512","-114.76492","Underground Storage Tanks","","Underground Storage Tanks"
"8126","2011BAZ928","BUILDERS MARKETPLACE INC","1300 E FRANKLIN RD","MERIDIAN","Ada","Underground Storage Tanks","43.60525","-116.37827","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6021","2011BAZ929","BULK PLANT","332 W 3RD","KUNA","Ada","Underground Storage Tanks","43.49092","-116.41718","Underground Storage Tanks","","Underground Storage Tanks"
"2938","2011BAZ931","BUNGEMEISTER BROTHERS","2602 QUIGLEY","AMERICAN FALLS","Power","Underground Storage Tanks","42.814414","-113.062111","Underground Storage Tanks","","Underground Storage Tanks"
"6022","2011BAZ932","BUNKER HILL SUPERFUND SITE","SMELTER COMPLEX & ZINC PLANT","KELLOGG","Shoshone","Underground Storage Tanks","47.542758","-116.161687","National Priorities List (NPL), Underground Storage Tanks","yes","Underground Storage Tanks"
"8127","2011BAZ933","BUNTING BLDG CORP","4503 FEDERAL WAY","BOISE","Ada","Underground Storage Tanks","43.56094","-116.17021","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6023","2011BAZ935","BURDETTE BODY SHOP CBC INC","496 W HWY 39(HOFF RD)","BLACKFOOT","Bingham","Underground Storage Tanks","43.197331","-112.394353","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"112865","2015BAZ105","BUREAU OF LAND MANAGEMENT","200 SOUTH 15 EAST","BURLEY","Cassia","Underground Storage Tanks","42.503579","-113.79148","Underground Storage Tanks","","Underground Storage Tanks"
"8128","2011BAZ939","BURLEY CARDLOCK","445 E 5TH N","BURLEY","Cassia","Underground Storage Tanks","42.56111","-113.78802","Underground Storage Tanks","","Underground Storage Tanks"
"8129","2011BAZ940","BURLEY CITY DEPT","1401 OVERLAND","BURLEY","Cassia","Underground Storage Tanks","42.53502","-113.79266","Underground Storage Tanks","","Underground Storage Tanks"
"6024","2011BAZ941","BURLEY CITY GOLF COURSE","2400 GOLF","BURLEY","Cassia","Underground Storage Tanks","42.53315","-113.76021","Underground Storage Tanks","","Underground Storage Tanks"
"6025","2011BAZ943","BURLEY CITY UTILITIES","2020 PARK AVE","BURLEY","Cassia","Underground Storage Tanks","42.52846","-113.80331","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8130","2011BAZ944","BURLEY CITY WATER DEPT","420 E 33RD ST","BURLEY","Cassia","Underground Storage Tanks","42.51142","-113.78822","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8131","2011BAZ946","BURLEY FIRE DEPT","1235 MILLER","BURLEY","Cassia","Underground Storage Tanks","42.53713","-113.79572","Underground Storage Tanks","","Underground Storage Tanks"
"6026","2011BAZ947","BURLEY HIGHWAY DIST","402 E 10TH ST","BURLEY","Cassia","Underground Storage Tanks","42.54075","-113.78899","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"14002","2011BAZ949","BURLEY IRRIGATION DIST","100 S 250 E","BURLEY","Cassia","Underground Storage Tanks","42.518319","-113.745358","Underground Storage Tanks","","Underground Storage Tanks"
"2945","2011BAZ948","BURLEY IRRIGATION DIST","650 S HWY 27","BURLEY","Cassia","Underground Storage Tanks","42.432","-113.814","Underground Storage Tanks","","Underground Storage Tanks"
"7873","2011BAZ952","BURLEY MUNICIPAL AIRPORT","HWY 81","BURLEY","Cassia","Underground Storage Tanks","42.53771","-113.76878","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7873","2011BAZ952","BURLEY MUNICIPAL AIRPORT","HWY 81","BURLEY","Cassia","Underground Storage Tanks","42.53771","-113.76878","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7873","2011BAZ952","BURLEY MUNICIPAL AIRPORT","HWY 81","BURLEY","Cassia","Underground Storage Tanks","42.53771","-113.76878","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7873","2011BAZ952","BURLEY MUNICIPAL AIRPORT","HWY 81","BURLEY","Cassia","Underground Storage Tanks","42.53771","-113.76878","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7873","2011BAZ952","BURLEY MUNICIPAL AIRPORT","HWY 81","BURLEY","Cassia","Underground Storage Tanks","42.53771","-113.76878","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6027","2011BAZ953","BURLEY PETROLEUM PRODUCTS TERMINAL SINCLAIR","425 E HWY 81","BURLEY","Cassia","Underground Storage Tanks","42.51664","-113.70902","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8133","2011BAZ954","BURLEY SCHOOL BUS GARAGE","1340 PARK AVE","BURLEY","Cassia","Underground Storage Tanks","42.53591","-113.8032","Underground Storage Tanks","","Underground Storage Tanks"
"125377","2015BAZ159","BURNS BROS INC","3365 FEDERAL WAY","BOISE","Ada","Underground Storage Tanks","43.570733","-116.186917","Underground Storage Tanks","","Underground Storage Tanks"
"8134","2011BAZ956","BURNS CONCRETE","2300 LESLIE AVE","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.4767","-112.04812","Underground Storage Tanks","","Underground Storage Tanks"
"112819","2015BAZ73","BURTON WOOD","3306 HATWAI RD","LEWISTON","Nez Perce","Underground Storage Tanks","46.433584","-116.978668","Underground Storage Tanks","","Underground Storage Tanks"
"112820","2015BAZ74","BURTON WOOD","2021 IDAHO ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.414512","-117.002238","Underground Storage Tanks","","Underground Storage Tanks"
"6028","2011BAZ957","BUS BARNS-SD NO 421","IDAHO ST","MCCALL","Valley","Underground Storage Tanks","44.90759","-116.10664","Underground Storage Tanks","","Underground Storage Tanks"
"6030","2011BAZ963","BUSCH AGRICULTURAL RESOURCES","5755 S YELLOWSTONE HWY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.44508","-112.07003","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6031","2011BAZ964","BUSCH DISTRIBUTORS","170 6TH ST","POTLATCH","Latah","Underground Storage Tanks","46.92335","-116.90146","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6032","2011BAZ965","BUSCH DISTRIBUTORS INC","1311 S MAIN ST","MOSCOW","Latah","Underground Storage Tanks","46.72273","-117.00172","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2952","2011BAZ967","BUSCH FARMS INC","RT 2 BOX 50","GENESEE","Latah","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"14003","2011BAZ959","BUS GARAGE","HIGH SCHOOL HILL OFF SOUTHWAY","OROFINO","Clearwater","Underground Storage Tanks","46.490641","-116.265628","Underground Storage Tanks","","Underground Storage Tanks"
"2949","2011BAZ958","BUS GARAGE","132 W CHESTNUT","GENESEE","Latah","Underground Storage Tanks","46.55","-116.926","Underground Storage Tanks","","Underground Storage Tanks"
"8135","2011BAZ960","BUS MAINTENANCE SHOP","182 ARCO AVE","ARCO","Butte","Underground Storage Tanks","43.63371","-113.29788","Underground Storage Tanks","","Underground Storage Tanks"
"8136","2011BAZ961","BUS SHOP","S KANSAS AVE","FRUITLAND","Payette","Underground Storage Tanks","44.00347","-116.91931","Underground Storage Tanks","","Underground Storage Tanks"
"2950","2011BAZ962","BUS STOP","5TH W & WASHINGTON","ABERDEEN","Bingham","Underground Storage Tanks","42.943224","-112.845836","Underground Storage Tanks","","Underground Storage Tanks"
"2956","2011BAZ971","BUTCHS SERVICE CENTER","1301 KIMBERLY RD","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.548838","-114.457351","Underground Storage Tanks","","Underground Storage Tanks"
"6033","2011BAZ972","BUTTE CNTY ROAD & BRIDGE","HILLTOP LN","ARCO","Butte","Underground Storage Tanks","43.64622","-113.3093","Underground Storage Tanks","","Underground Storage Tanks"
"2957","2011BAZ973","BUTTE IRRIGATION","116 S 600 W HWY 27","PAUL","Minidoka","Underground Storage Tanks","42.590335","-113.783112","Underground Storage Tanks","","Underground Storage Tanks"
"8478","2011BAZ2185","BUZS TIRE & AUTOMOTIVE","370 W OAK ST","POCATELLO","Bannock","Underground Storage Tanks","42.877158","-112.454797","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2572","2011BAZ477","B & W FUELS INC","1900 N WASHINGTON AVE","EMMETT","Gem","Underground Storage Tanks","43.89349","-116.50219","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7985","2011BAZ478","B & W WRECKER","20 S GARDEN ST","BOISE","Ada","Underground Storage Tanks","43.60345","-116.23849","Underground Storage Tanks","","Underground Storage Tanks"
"6034","2011BAZ974","BY-RITE","702 S WASHINGTON","EMMETT","Gem","Underground Storage Tanks","43.8697","-116.49949","Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"3788","2011BAZ2940","BYU IDAHO","525 S CENTER ST","REXBURG","Madison","Underground Storage Tanks","43.81619","-111.78409","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2966","2011BAZ996","CACO","823 D ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.420936","-117.022313","Underground Storage Tanks","","Underground Storage Tanks"
"8143","2011BAZ997","CADILLAC WACKERLI AUTO CENTER","1363 N HOLMES AVE","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.50838","-112.02466","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"8144","2011BAZ998","CAHILL BULK PLANT INC","1 S MAIN ST","HOMEDALE","Owyhee","Underground Storage Tanks","43.61735","-116.93472","Brownfields, Leaking Underground Storage Tanks, Underground Storage Tanks","yes","Underground Storage Tanks"
"8145","2011BAZ1001","CALADAY PROJECT","DALY GULCH","WALLACE","Shoshone","Underground Storage Tanks","47.47753","-115.9421","Underground Storage Tanks","","Underground Storage Tanks"
"6042","2011BAZ1002","CALDER GEN STORE","NO 1 RAILROAD ST","CALDER","Shoshone","Underground Storage Tanks","47.27566","-116.18929","Underground Storage Tanks","","Underground Storage Tanks"
"6043","2011BAZ1005","CALDWELL ETHANOL PLANT","17270 SIMPLOT BLVD","CALDWELL","Canyon","Underground Storage Tanks","43.66868","-116.73726","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8058","2011BAZ1006","CALDWELL FIRE DEPT","310 S 7TH AVE","CALDWELL","Canyon","Underground Storage Tanks","43.66518","-116.69015","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6044","2011BAZ1007","CALDWELL INDUSTRIAL AIRPORT","4601 AVIATION WAY; 4823 AVIATION WAY","CALDWELL","Canyon","Underground Storage Tanks","43.64248","-116.64353","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6044","2011BAZ1007","CALDWELL INDUSTRIAL AIRPORT","4601 AVIATION WAY; 4823 AVIATION WAY","CALDWELL","Canyon","Underground Storage Tanks","43.64248","-116.64353","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"6045","2011BAZ1009","CALDWELL SECTION","7TH & RAILROAD ST MP 466","CALDWELL","Canyon","Underground Storage Tanks","43.66764","-116.68743","Underground Storage Tanks","","Underground Storage Tanks"
"6046","2011BAZ1011","CALDWELL TRANSPORTATION CO","3503 S 10TH AVE","CALDWELL","Canyon","Underground Storage Tanks","43.63894","-116.69244","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"6047","2011BAZ1012","CALDWELL WW TREATMENT PLANT","504 JOHNSON","CALDWELL","Canyon","Underground Storage Tanks","43.6736","-116.69959","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"8148","2011BAZ1016","CALLAHAN MINING CORP","PO BOX 905","OSBURN","Shoshone","Underground Storage Tanks","47.47754","-115.9421","Underground Storage Tanks","","Underground Storage Tanks"
"2972","2011BAZ1013","CALL FARMS","4371 W COLDWATER RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.614539","-113.15006","Underground Storage Tanks","","Underground Storage Tanks"
"6048","2011BAZ1014","CALL FOREST PRODUCTS INC","UNKNOWN ","MARYSVILLE","Fremont","Underground Storage Tanks","44.07551","-111.42139","Underground Storage Tanks","","Underground Storage Tanks"
"8147","2011BAZ1015","CALL OIL CO ROBERT P CAL","499 S YELLOWSTONE HWY","REXBURG","Madison","Underground Storage Tanks","43.8157","-111.79876","Underground Storage Tanks","","Underground Storage Tanks"
"2975","2011BAZ1019","CAMAS CNTY AIRPORT WEST PUMP","CAMAS CNTY AIRPORT","FAIRFIELD","Camas","Underground Storage Tanks","43.341244","-114.793037","Underground Storage Tanks","","Underground Storage Tanks"
"8149","2011BAZ1020","CAMAS CNTY ROAD & BRIDGE","BLK 28 SHOP FAIRFIELD TOWNSITE","FAIRFIELD","Camas","Underground Storage Tanks","43.34496","-114.79277","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2976","2011BAZ1021","CAMAS DIST","HWY 95","GRANGEVILLE","Idaho","Underground Storage Tanks","","","Underground Storage Tanks","","Underground Storage Tanks"
"8150","2011BAZ1022","CAMAS NATIONAL WILDLIFE REFUGE","2150 E 2350 N","HAMER","Jefferson","Underground Storage Tanks","43.96383","-112.26452","Underground Storage Tanks","","Underground Storage Tanks"
"2977","2011BAZ1023","CAMAS PRAIRIE RAILROAD CD","325 MILL RD - WEST OF ROUND HOUSE SWITCH YARD","LEWISTON","Nez Perce","Underground Storage Tanks","46.420976","-116.981694","Underground Storage Tanks","","Underground Storage Tanks"
"6049","2011BAZ1024","CAMAS TRUCK SHOP","2359 E 2650 N","HAMER","Jefferson","Underground Storage Tanks","44.00755","-112.22195","Underground Storage Tanks","","Underground Storage Tanks"
"6050","2011BAZ1026","CAMBRIDGE SD","45 N 3RD ST","CAMBRIDGE","Washington","Underground Storage Tanks","44.57512","-116.67934","Underground Storage Tanks","","Underground Storage Tanks"
"8151","2011BAZ1027","CAMBRIDGE SECTION","MP 40.5","CAMBRIDGE","Washington","Underground Storage Tanks","44.57325","-116.67201","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"6051","2011BAZ1028","CAMBRIDGE TELEPHONE CO MESA","1338 OLD HWY 95 (T15N R1W S15)","MESA","Adams","Underground Storage Tanks","44.639606","-116.449859","Underground Storage Tanks","","Underground Storage Tanks"
"8152","2011BAZ1029","CAMBRIDGE TELEPHONE CO SQWAW BUTTE","T8N R1W S24","LETHA","Gem","Underground Storage Tanks","44.018661","-116.405186","Underground Storage Tanks","","Underground Storage Tanks"
"8153","2011BAZ1030","CAMBRIDGE WAREHOUSE","MCKINLEY ST","CAMBRIDGE","Washington","Underground Storage Tanks","44.57357","-116.67317","Underground Storage Tanks","","Underground Storage Tanks"
"28642","2013BAZ275","CAMEO MOBILE ESTATES","281 CASWELL AVE W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.574238","-114.483561","Underground Storage Tanks","","Underground Storage Tanks"
"8154","2011BAZ1031","CAMERON CONOCO","3 E CAMERON AVE","KELLOGG","Shoshone","Underground Storage Tanks","47.53804","-116.11873","General Remediation, Underground Storage Tanks","","Underground Storage Tanks"
"14340","2012BAZ405","CAMPBELL'S JT AVIATION","1018 AIRPORT RD","BURLEY","Cassia","Underground Storage Tanks","42.541","-113.768","Underground Storage Tanks","","Underground Storage Tanks"
